id,date,security
33893,9/30/2002,352984
34242,6/30/2002,3975
25330,9/30/2002,10982
3718,3/31/2002,353
2182,3/31/2002,1648
20280,12/31/2002,18323
24347,9/30/2002,176345
90301,12/31/2002,82572
28555,6/30/2002,5101
24211,3/31/2002,0
18229,6/30/2002,24070
3842,9/30/2002,35276
19355,3/31/2002,0
26499,6/30/2002,134
34483,6/30/2002,0
18374,9/30/2002,35687
2698,6/30/2002,9477
2241,9/30/2002,50937
11113,12/31/2002,168
11431,6/30/2002,490
4198,9/30/2002,9026
6786,6/30/2002,2251
16770,12/31/2002,3488
17643,6/30/2002,54796
14195,3/31/2002,3516
15275,9/30/2002,6959
34676,12/31/2002,21144
29307,12/31/2002,156428
15423,12/31/2002,0
11865,6/30/2002,233
29035,9/30/2002,3643
939,6/30/2002,2464
26395,9/30/2002,17453
18531,9/30/2002,16566
34547,6/30/2002,54749
35395,9/30/2002,4140
27006,9/30/2002,141080
11788,12/31/2002,5304
26314,9/30/2002,0
2778,9/30/2002,30740
1092,3/31/2002,145
7461,3/31/2002,331
26960,6/30/2002,0
6134,6/30/2002,16036
10474,12/31/2002,8839
25249,9/30/2002,8559
33893,12/31/2002,314016
18374,3/31/2002,24621
26222,12/31/2002,0
4767,3/31/2002,156014
1983,3/31/2002,0
18987,6/30/2002,20
33891,6/30/2002,15216
24085,9/30/2002,11628
35229,6/30/2002,0
16574,12/31/2002,3101
24681,3/31/2002,0
19980,6/30/2002,16540
11739,9/30/2002,32124
11349,9/30/2002,685
28860,3/31/2002,16543
3130,9/30/2002,3790
6734,9/30/2002,21127
20349,9/30/2002,13950
15714,9/30/2002,40722
35299,12/31/2002,0
1744,3/31/2002,12820
11704,6/30/2002,28693
28981,12/31/2002,396105
17825,12/31/2002,0
19420,12/31/2002,12
14644,3/31/2002,121758
4063,12/31/2002,1840000
18625,6/30/2002,405
30951,12/31/2002,2178
5208,9/30/2002,1010000
23266,6/30/2002,93
16330,9/30/2002,14
90290,12/31/2002,428
30337,6/30/2002,144326
852,3/31/2002,22751
8811,9/30/2002,4639
21793,6/30/2002,620
6680,6/30/2002,498
13454,3/31/2002,16233
5673,6/30/2002,6283
18244,6/30/2002,97455
9262,6/30/2002,7419
10849,3/31/2002,14311
19101,12/31/2002,0
34359,6/30/2002,0
11682,12/31/2002,0
5099,9/30/2002,704
34913,6/30/2002,113
10136,9/30/2002,17657
29056,9/30/2002,33365
17491,6/30/2002,188702
9672,9/30/2002,42
29636,12/31/2002,142
32547,9/30/2002,3264
17847,12/31/2002,299
18201,3/31/2002,48346
32916,12/31/2002,0
22304,3/31/2002,1674
24867,3/31/2002,0
34046,6/30/2002,4660
5704,6/30/2002,0
26485,6/30/2002,0
5503,12/31/2002,0
35028,6/30/2002,2912
4392,12/31/2002,699509
6271,6/30/2002,0
28679,3/31/2002,470341
23404,6/30/2002,496
17162,3/31/2002,29676
31813,6/30/2002,0
27034,9/30/2002,2996
26396,9/30/2002,1531
31840,6/30/2002,0
35430,9/30/2002,7751
31015,12/31/2002,6100
34238,9/30/2002,2
10489,6/30/2002,0
21649,3/31/2002,0
4051,3/31/2002,3499
10203,6/30/2002,2974
16595,12/31/2002,10578
34332,12/31/2002,11629
28449,9/30/2002,78625
28617,9/30/2002,61863
28677,6/30/2002,2879
33989,3/31/2002,12941
14948,3/31/2002,4673
33977,3/31/2002,2444
10318,3/31/2002,73
3355,9/30/2002,54746
27933,12/31/2002,7638
8232,9/30/2002,3243
9747,12/31/2002,2269
16039,9/30/2002,42600
13946,12/31/2002,24767
22864,12/31/2002,1219
16673,9/30/2002,5326
29831,12/31/2002,4450
14973,9/30/2002,273
21995,12/31/2002,14168
57164,6/30/2002,11361
35495,12/31/2002,0
18937,9/30/2002,0
14264,3/31/2002,6457
21083,12/31/2002,8594
34129,12/31/2002,0
21883,9/30/2002,81899
10804,6/30/2002,7107
23671,6/30/2002,65
15472,6/30/2002,3812
14291,6/30/2002,24
4421,6/30/2002,3083
33134,6/30/2002,0
20394,3/31/2002,0
90666,6/30/2002,0
24922,6/30/2002,0
18454,9/30/2002,3476
57262,6/30/2002,20388
34887,6/30/2002,1447
24272,9/30/2002,1288
9087,6/30/2002,59798
3047,9/30/2002,1146
12757,3/31/2002,3877
18277,3/31/2002,495
34074,3/31/2002,0
1711,12/31/2002,0
8868,6/30/2002,26372
9268,9/30/2002,13982
28010,3/31/2002,8022
16636,9/30/2002,80070
21809,3/31/2002,0
34851,12/31/2002,79700
33996,6/30/2002,6801
28765,9/30/2002,743874
30126,12/31/2002,51198
35546,3/31/2002,854
5672,3/31/2002,31929
15978,9/30/2002,17298
10563,12/31/2002,0
10924,6/30/2002,0
29705,12/31/2002,3278
18584,12/31/2002,0
27685,3/31/2002,2894
29535,12/31/2002,22868
14488,6/30/2002,6
13677,6/30/2002,14
34162,6/30/2002,1800
1607,9/30/2002,21842
33844,6/30/2002,72173
1124,9/30/2002,5525
23803,6/30/2002,8287
16250,9/30/2002,365715
18869,9/30/2002,2606
17842,12/31/2002,3442
7356,6/30/2002,37691
35313,9/30/2002,1605
5286,12/31/2002,34519
86,3/31/2002,1165
35380,12/31/2002,999
12716,9/30/2002,142
3857,3/31/2002,0
33219,9/30/2002,0
11708,6/30/2002,0
15347,6/30/2002,2120
22025,6/30/2002,459
28243,6/30/2002,13087
19679,3/31/2002,4816
2992,12/31/2002,0
30763,6/30/2002,6722
3098,9/30/2002,1102
15772,9/30/2002,9011
18400,12/31/2002,122
23058,9/30/2002,642
13430,6/30/2002,8575
30919,9/30/2002,9722
14311,9/30/2002,20
5006,12/31/2002,19619
17210,6/30/2002,692
5982,9/30/2002,1520000
253,3/31/2002,34
1118,9/30/2002,291
22391,3/31/2002,1766
1692,9/30/2002,4919
4127,3/31/2002,802
3896,9/30/2002,9178
1480,6/30/2002,698
26773,9/30/2002,27204
28722,3/31/2002,637
10523,12/31/2002,0
33318,3/31/2002,372750
57089,6/30/2002,0
3600,9/30/2002,857
12858,12/31/2002,13185
33103,12/31/2002,0
30028,3/31/2002,126477
16579,9/30/2002,0
14530,3/31/2002,69686
11300,9/30/2002,18
57364,9/30/2002,0
34656,9/30/2002,26657
34301,3/31/2002,11368
8527,12/31/2002,38551
15007,6/30/2002,2640
4519,9/30/2002,11754
3273,6/30/2002,0
24271,12/31/2002,0
10849,6/30/2002,13141
17967,9/30/2002,1308
5617,12/31/2002,32311
17224,3/31/2002,18573
29133,3/31/2002,1347
14062,3/31/2002,8335
16753,3/31/2002,57924
19953,6/30/2002,205858
2786,3/31/2002,31
29471,6/30/2002,13270
57098,6/30/2002,9506
22652,9/30/2002,21737
30174,3/31/2002,1860000
13162,3/31/2002,511
16275,3/31/2002,453
2695,9/30/2002,0
1852,6/30/2002,22974
15347,12/31/2002,2187
18843,12/31/2002,13956
16167,3/31/2002,0
10073,12/31/2002,2771
14043,12/31/2002,45809
8558,3/31/2002,2
29685,3/31/2002,6416
1390,3/31/2002,496
24311,9/30/2002,2419
10919,9/30/2002,385
33904,3/31/2002,0
20028,3/31/2002,263
34092,9/30/2002,115
7704,3/31/2002,2195
1005,6/30/2002,12081
2725,12/31/2002,2
33484,3/31/2002,8374
51,12/31/2002,2925
2398,9/30/2002,6011
17093,6/30/2002,671
9079,6/30/2002,0
1690,6/30/2002,199
12830,12/31/2002,18
28262,6/30/2002,15148
3892,9/30/2002,94520
6540,6/30/2002,30665
28178,3/31/2002,503677
17671,6/30/2002,565
17068,12/31/2002,625
5123,9/30/2002,21718
15913,6/30/2002,9758
20015,9/30/2002,0
31142,6/30/2002,22204
3325,12/31/2002,0
32534,9/30/2002,0
2695,12/31/2002,0
1868,6/30/2002,1451
17524,9/30/2002,92
18795,3/31/2002,0
32511,9/30/2002,827
22598,12/31/2002,0
3809,6/30/2002,11924
34666,6/30/2002,9450
14329,3/31/2002,940
34145,6/30/2002,13596
28856,12/31/2002,22296
12392,6/30/2002,10562
26829,6/30/2002,9269
28770,3/31/2002,0
30167,12/31/2002,15494
28299,6/30/2002,23411
33656,9/30/2002,0
1281,6/30/2002,130491
10641,3/31/2002,575
24823,6/30/2002,47354
33506,6/30/2002,0
414,9/30/2002,18248
5452,6/30/2002,71414
16942,3/31/2002,0
29442,3/31/2002,6194
197,6/30/2002,11650
16664,6/30/2002,116
20119,3/31/2002,376591
32270,3/31/2002,9667
29554,6/30/2002,110345
23568,3/31/2002,63362
11930,3/31/2002,7
34445,6/30/2002,2810
101,3/31/2002,0
5252,12/31/2002,14350
35336,9/30/2002,0
90270,6/30/2002,49220
17870,9/30/2002,103899
21567,3/31/2002,901
1331,6/30/2002,132420
10206,6/30/2002,2270
16982,9/30/2002,9111
9634,6/30/2002,1391
35545,3/31/2002,352
13677,12/31/2002,7
13179,6/30/2002,0
34160,3/31/2002,1725
10202,9/30/2002,356
4177,9/30/2002,0
803,6/30/2002,276702
57201,9/30/2002,0
90303,12/31/2002,126798
17927,3/31/2002,0
30125,9/30/2002,567234
1592,3/31/2002,12214
27293,6/30/2002,47
34762,9/30/2002,0
27096,9/30/2002,20393
5622,3/31/2002,22698
33316,9/30/2002,0
17403,3/31/2002,0
28425,6/30/2002,21186
12484,6/30/2002,465
9454,6/30/2002,7939
34692,6/30/2002,11982
11625,6/30/2002,0
28880,12/31/2002,0
5208,12/31/2002,673930
8337,6/30/2002,3
35476,9/30/2002,8238
13366,9/30/2002,25676
22643,12/31/2002,20257
14533,6/30/2002,4710000
25173,9/30/2002,5486
2289,6/30/2002,14844
33142,9/30/2002,3711
6058,9/30/2002,59528
6759,9/30/2002,10
33135,12/31/2002,289
12128,3/31/2002,241
1787,12/31/2002,0
12636,3/31/2002,1091
14552,6/30/2002,7231
3074,6/30/2002,425
26744,3/31/2002,23546
1027,3/31/2002,28447
1416,6/30/2002,41
17169,6/30/2002,12780
1373,3/31/2002,0
22430,6/30/2002,2435
29995,3/31/2002,51838
2773,9/30/2002,24810
1778,6/30/2002,8159
26460,9/30/2002,40405
10911,12/31/2002,110637
13810,6/30/2002,14889
8640,3/31/2002,7115
29047,3/31/2002,51515
3698,3/31/2002,2260
12207,12/31/2002,3508
12514,12/31/2002,18357
15146,3/31/2002,360
22346,3/31/2002,3725
34873,12/31/2002,1256
12504,6/30/2002,307
34783,12/31/2002,0
15261,6/30/2002,2331
6176,3/31/2002,1983
35347,9/30/2002,18236
29135,3/31/2002,36493
20646,12/31/2002,995
31409,3/31/2002,5544
14099,6/30/2002,883571
32503,12/31/2002,8334
5663,3/31/2002,22899
5111,6/30/2002,2414
29578,6/30/2002,17310
3657,3/31/2002,192779
3336,6/30/2002,0
6092,9/30/2002,0
11521,9/30/2002,718
9777,3/31/2002,6604
31905,6/30/2002,20929
22401,9/30/2002,6546
33535,6/30/2002,19332
5673,3/31/2002,6275
11357,12/31/2002,7030
28543,3/31/2002,17608
8751,12/31/2002,18918
16958,3/31/2002,21030
34058,9/30/2002,14696
1122,9/30/2002,0
11350,9/30/2002,367
57156,9/30/2002,5573
23588,3/31/2002,30950
33826,12/31/2002,265211
18216,9/30/2002,2423
27086,6/30/2002,13436
35416,9/30/2002,5325
8660,3/31/2002,2813
5337,6/30/2002,0
21643,9/30/2002,0
5337,9/30/2002,0
26552,6/30/2002,65592
33029,12/31/2002,404043
33458,6/30/2002,13027
1800,6/30/2002,4407
8136,12/31/2002,10206
983,6/30/2002,2980000
13809,6/30/2002,11292
26631,6/30/2002,5966
12694,12/31/2002,0
20367,9/30/2002,1550
18621,3/31/2002,2949
1965,3/31/2002,0
32974,12/31/2002,25956
24422,3/31/2002,576
19448,9/30/2002,31909
26551,6/30/2002,0
21206,9/30/2002,2043
14944,9/30/2002,352
2993,12/31/2002,52524
5838,12/31/2002,5510
21988,12/31/2002,42
4171,9/30/2002,7018
29907,6/30/2002,6450
32174,3/31/2002,91506
31964,12/31/2002,12540
12298,6/30/2002,33
10202,3/31/2002,457
3931,3/31/2002,85496
12172,9/30/2002,0
6209,3/31/2002,3245
34416,12/31/2002,0
18812,9/30/2002,30297
34872,3/31/2002,3179
19690,12/31/2002,18137
20594,3/31/2002,1864
30133,9/30/2002,29415
34802,12/31/2002,3564
26967,6/30/2002,0
3818,9/30/2002,7087
16635,9/30/2002,796
26624,6/30/2002,5451
2753,9/30/2002,24550
34687,6/30/2002,4394
29608,9/30/2002,0
22034,9/30/2002,5565
10821,3/31/2002,16921
28511,12/31/2002,110648
5575,12/31/2002,1475
5150,9/30/2002,81
34120,3/31/2002,0
1801,3/31/2002,2067
32355,3/31/2002,1197
34412,12/31/2002,17179
32069,12/31/2002,259708
19744,9/30/2002,4642
13990,9/30/2002,3270
11583,3/31/2002,1936
16971,6/30/2002,1009
4160,6/30/2002,7049
18483,3/31/2002,105
11788,9/30/2002,6063
13104,6/30/2002,5338
34156,9/30/2002,4315
4697,9/30/2002,0
34080,6/30/2002,2456
4766,3/31/2002,452
28729,12/31/2002,26552
26264,6/30/2002,0
29670,9/30/2002,896
16748,6/30/2002,8159
9374,3/31/2002,0
14315,12/31/2002,0
14051,12/31/2002,7863
10512,3/31/2002,0
57335,12/31/2002,1453
30005,3/31/2002,0
30817,12/31/2002,35209
26962,9/30/2002,2324
34953,9/30/2002,0
23291,6/30/2002,51410
8800,6/30/2002,28335
13789,3/31/2002,0
6008,3/31/2002,620
26583,12/31/2002,0
34980,6/30/2002,14788
32654,9/30/2002,36
23047,9/30/2002,6105
10575,12/31/2002,4357
18685,9/30/2002,3665
3896,12/31/2002,9159
8761,3/31/2002,4387
34020,9/30/2002,0
31004,6/30/2002,5196
19468,3/31/2002,3272
35055,6/30/2002,114566
32487,9/30/2002,1648
23671,12/31/2002,52
26967,9/30/2002,0
20594,6/30/2002,1620
18051,6/30/2002,5346
29416,6/30/2002,8764
8254,6/30/2002,1325
3892,3/31/2002,102074
7228,12/31/2002,31402
35282,12/31/2002,945
2784,9/30/2002,3251
30241,6/30/2002,2222
15427,9/30/2002,4393
1342,12/31/2002,439222
4768,9/30/2002,23155
32647,12/31/2002,4427
15855,12/31/2002,7425
1693,3/31/2002,6151
35100,6/30/2002,9537
12368,6/30/2002,6170000
4091,6/30/2002,68307
18794,12/31/2002,0
12365,9/30/2002,3390
10192,9/30/2002,15626
10011,12/31/2002,0
15375,9/30/2002,0
5162,3/31/2002,2273
8725,9/30/2002,0
26592,6/30/2002,129308
14619,12/31/2002,228
30887,6/30/2002,607538
57039,9/30/2002,2950
13902,6/30/2002,32
8110,12/31/2002,576
16583,3/31/2002,5
21765,12/31/2002,119442
34008,6/30/2002,0
15067,9/30/2002,0
34152,6/30/2002,6607
34110,3/31/2002,13541
10375,6/30/2002,0
30585,6/30/2002,157
16317,9/30/2002,8685
29677,6/30/2002,1978
35077,12/31/2002,41519
17214,12/31/2002,29040
30788,3/31/2002,68057
16379,9/30/2002,0
16232,9/30/2002,816
34839,6/30/2002,0
14491,9/30/2002,3928
10123,9/30/2002,2319
12788,3/31/2002,0
10125,3/31/2002,26690
16049,6/30/2002,236343
737,3/31/2002,0
10903,9/30/2002,0
28515,12/31/2002,66722
22837,3/31/2002,92417
8214,3/31/2002,0
3045,6/30/2002,495
38129,9/30/2002,58688
1692,3/31/2002,5679
2467,6/30/2002,23724
15384,12/31/2002,29863
10734,9/30/2002,0
202,6/30/2002,7653
17960,12/31/2002,1221
5370,3/31/2002,75
8143,9/30/2002,31101
12249,3/31/2002,0
10843,12/31/2002,0
27810,6/30/2002,39
15501,12/31/2002,4841
18408,3/31/2002,113651
35591,12/31/2002,855
17880,9/30/2002,18
91363,12/31/2002,3210000
13304,3/31/2002,11187
18979,3/31/2002,18448
19774,9/30/2002,50
5708,9/30/2002,15670
14818,3/31/2002,242
90202,6/30/2002,6691
34417,6/30/2002,671
2281,6/30/2002,94120
9998,12/31/2002,1786
11401,9/30/2002,3345
2753,6/30/2002,22045
8200,6/30/2002,7136
24067,9/30/2002,339396
25192,12/31/2002,77691
26479,3/31/2002,53604
30339,6/30/2002,1268
22331,6/30/2002,6048
3281,6/30/2002,3279
32503,3/31/2002,4290
10628,6/30/2002,954
57186,9/30/2002,3038
589,12/31/2002,11400000
22228,12/31/2002,1098
1389,9/30/2002,0
35143,3/31/2002,7339
19644,3/31/2002,52953
28870,9/30/2002,1351
18747,12/31/2002,7328
33785,6/30/2002,2957
35136,3/31/2002,20333
10809,12/31/2002,0
5145,3/31/2002,8845
15629,9/30/2002,12097
8535,3/31/2002,1737
31121,6/30/2002,512
19849,6/30/2002,20750
3816,6/30/2002,1338
29293,12/31/2002,35
9443,9/30/2002,11799
28997,12/31/2002,94928
57177,6/30/2002,0
23620,9/30/2002,111171
28880,6/30/2002,0
30150,9/30/2002,59153
31623,3/31/2002,59
34502,3/31/2002,0
28805,9/30/2002,39118
27056,12/31/2002,865
13997,3/31/2002,0
1730,3/31/2002,5833
14778,12/31/2002,3518
2805,9/30/2002,17828
999,9/30/2002,0
27858,6/30/2002,15072
3237,6/30/2002,1280
34821,12/31/2002,8911
27559,9/30/2002,0
14372,3/31/2002,15058
9079,9/30/2002,0
13450,9/30/2002,0
35151,6/30/2002,6929
16175,12/31/2002,48229
8738,9/30/2002,14412
32745,6/30/2002,281
28838,3/31/2002,188360
27981,6/30/2002,2590000
33693,9/30/2002,0
24581,9/30/2002,114499
57111,9/30/2002,2337
4063,9/30/2002,1500000
3237,3/31/2002,1591
2558,6/30/2002,16000000
29231,9/30/2002,10
8904,3/31/2002,7174
27642,3/31/2002,65198
3134,12/31/2002,2904
28401,6/30/2002,19137
12865,3/31/2002,1942
15744,12/31/2002,146
17148,6/30/2002,0
4075,12/31/2002,12059
24347,12/31/2002,94709
34669,9/30/2002,0
28022,6/30/2002,29741
20130,9/30/2002,10397
9757,3/31/2002,512
6768,6/30/2002,158
29967,9/30/2002,5
8600,12/31/2002,1
8572,6/30/2002,509
34138,9/30/2002,10593
31345,12/31/2002,0
4170,12/31/2002,4662
28453,6/30/2002,19682
32335,3/31/2002,0
34529,3/31/2002,6287
5827,3/31/2002,10814
4694,3/31/2002,19128
20711,6/30/2002,36590
5820,6/30/2002,2204
16942,9/30/2002,0
27338,6/30/2002,0
28353,6/30/2002,7732
26703,9/30/2002,10118
57228,6/30/2002,3515
13809,12/31/2002,8503
27210,6/30/2002,55810
11667,12/31/2002,30
35124,3/31/2002,0
5672,6/30/2002,31824
23992,9/30/2002,141012
1001,9/30/2002,461
28342,3/31/2002,296361
16795,9/30/2002,0
33217,6/30/2002,58587
11350,12/31/2002,2283
4110,12/31/2002,90
32734,12/31/2002,22976
28892,6/30/2002,3880000
11526,12/31/2002,604
17837,12/31/2002,16629
6051,12/31/2002,2190
26418,6/30/2002,1514
31032,12/31/2002,30
22176,9/30/2002,16952
15839,12/31/2002,95
23293,3/31/2002,56827
23992,6/30/2002,128909
1386,3/31/2002,1101
15098,12/31/2002,0
27006,6/30/2002,135410
31999,6/30/2002,8772
8188,3/31/2002,2443
14794,3/31/2002,0
9893,3/31/2002,1528
25093,3/31/2002,2722
5105,6/30/2002,227
13341,3/31/2002,18240
4886,12/31/2002,529694
27089,9/30/2002,0
33904,9/30/2002,0
33440,3/31/2002,69383
57041,9/30/2002,0
26805,3/31/2002,1854
15945,3/31/2002,15579
1713,9/30/2002,101
30564,9/30/2002,10935
26455,12/31/2002,21014
34651,9/30/2002,5601
3615,9/30/2002,64
4857,12/31/2002,121632
34411,9/30/2002,0
90208,3/31/2002,30
34624,9/30/2002,9046
24173,9/30/2002,29313
35548,12/31/2002,1683
3170,12/31/2002,2557
7714,12/31/2002,125148
27910,9/30/2002,0
26590,12/31/2002,9985
29510,3/31/2002,248
16032,3/31/2002,26910
8600,3/31/2002,42
19042,9/30/2002,21326
17375,6/30/2002,7692
5119,6/30/2002,0
5072,6/30/2002,1099
33141,6/30/2002,72857
8892,12/31/2002,0
28222,3/31/2002,96069
22738,9/30/2002,8965
33860,6/30/2002,26895
3190,9/30/2002,2217
27991,6/30/2002,15024
16666,12/31/2002,0
24829,12/31/2002,0
11349,6/30/2002,706
35300,6/30/2002,1906
34381,6/30/2002,0
11136,6/30/2002,51
5567,6/30/2002,1580
3638,12/31/2002,0
34561,6/30/2002,0
21721,6/30/2002,3949
4092,12/31/2002,297
23189,12/31/2002,1032
12758,6/30/2002,1544
30076,9/30/2002,404269
6795,3/31/2002,0
1867,6/30/2002,12956
35336,3/31/2002,0
15105,3/31/2002,19394
4666,12/31/2002,125780
14619,3/31/2002,328
13999,9/30/2002,3693
34599,3/31/2002,2303
21486,6/30/2002,105
15317,12/31/2002,7593
30284,3/31/2002,8565
16859,3/31/2002,0
17764,12/31/2002,1101
15675,9/30/2002,12081
10802,6/30/2002,3939
16712,9/30/2002,5928
16228,6/30/2002,529
14644,12/31/2002,141061
14904,6/30/2002,0
6990,6/30/2002,64
6051,9/30/2002,2363
15419,6/30/2002,4
29907,3/31/2002,5732
9694,9/30/2002,157343
18028,3/31/2002,3645
8813,12/31/2002,2443
16453,3/31/2002,0
17327,3/31/2002,41544
13716,9/30/2002,18409
13022,6/30/2002,180
5686,9/30/2002,6040
34068,12/31/2002,0
5438,3/31/2002,4373
5422,12/31/2002,77
17967,12/31/2002,1081
3775,3/31/2002,20487
1468,9/30/2002,5045
11159,12/31/2002,847
28925,6/30/2002,7234
27210,12/31/2002,42505
34831,9/30/2002,0
26977,9/30/2002,4090
3720,12/31/2002,10321
16678,12/31/2002,0
20807,6/30/2002,13755
24015,12/31/2002,5707
32193,9/30/2002,0
35051,9/30/2002,3366
3607,3/31/2002,2032
35002,9/30/2002,0
34543,12/31/2002,6184
3649,9/30/2002,30465
26919,12/31/2002,4466
14883,9/30/2002,13182
17211,12/31/2002,88444
3977,9/30/2002,3564
28051,6/30/2002,26987
8047,9/30/2002,62
2681,9/30/2002,448
27142,12/31/2002,12048
17743,6/30/2002,10380
57358,9/30/2002,0
28157,12/31/2002,0
11465,3/31/2002,0
7659,9/30/2002,22445
11821,3/31/2002,3612
11024,9/30/2002,123
8774,6/30/2002,12628
34203,3/31/2002,0
34146,6/30/2002,0
5950,6/30/2002,0
28593,3/31/2002,940
16607,9/30/2002,3306
4796,3/31/2002,2041
3612,12/31/2002,1516
1924,9/30/2002,5444
22350,3/31/2002,84
16133,6/30/2002,9470
16216,6/30/2002,18680
17096,3/31/2002,5587
8234,9/30/2002,9636
30626,3/31/2002,1886
1839,3/31/2002,811
3897,6/30/2002,2125
15189,9/30/2002,0
6161,12/31/2002,4612
22226,6/30/2002,71867
10160,6/30/2002,18198
34394,9/30/2002,2392
57232,9/30/2002,0
15503,12/31/2002,6256
19600,9/30/2002,15437
14629,6/30/2002,2790
25665,12/31/2002,6842
33845,6/30/2002,0
17259,9/30/2002,5
34483,12/31/2002,0
15873,9/30/2002,366
28018,6/30/2002,395
34983,9/30/2002,5023
17495,3/31/2002,4923
12599,12/31/2002,62528
9017,9/30/2002,5693
26688,12/31/2002,5240
34755,12/31/2002,0
23244,6/30/2002,2054
12181,3/31/2002,1308
3185,12/31/2002,9127
32456,12/31/2002,2349
18519,9/30/2002,4926
10145,6/30/2002,3447
27066,9/30/2002,0
3902,9/30/2002,9886
34391,3/31/2002,7375
12474,6/30/2002,9814
34565,6/30/2002,34360
1071,12/31/2002,19372
23891,3/31/2002,0
8423,9/30/2002,56445
33806,3/31/2002,58849
35067,9/30/2002,6891
20741,12/31/2002,126216
24315,12/31/2002,297640
1853,6/30/2002,16415
148,12/31/2002,1016
4187,12/31/2002,12914
2102,9/30/2002,0
12238,12/31/2002,521
33013,12/31/2002,0
1265,9/30/2002,120184
